# chain_name assemble_seq charge_per_mon
AH6f0.33_a0 HUdudt 0.3333333333333333
AH6f0.33_a1 huuDuT 0.3333333333333333
AH6f0.33_a2 HuduuT 0.3333333333333333
AH6f0.33_a3 huduUT 0.3333333333333333
AH6f0.33_a4 huUdDt 0.3333333333333333
AH6f0.33_a5 huddDT 0.3333333333333333
AH6f0.33_a6 huuDDt 0.3333333333333333
AH6f0.33_a7 hUuDut 0.3333333333333333
AH6f0.33_a8 HuuddT 0.3333333333333333
AH6f0.33_a9 hUddUt 0.3333333333333333
AH6f0.33_a10 hudDuT 0.3333333333333333
AH6f0.33_a11 hudUuT 0.3333333333333333
AH6f0.33_a12 huuUDt 0.3333333333333333
AH6f0.33_a13 HuDudt 0.3333333333333333
AH6f0.33_a14 HududT 0.3333333333333333
AH6f0.33_a15 huddUT 0.3333333333333333
AH6f0.33_a16 hUUudt 0.3333333333333333
AH6f0.33_a17 hUuDdt 0.3333333333333333
AH6f0.33_a18 hudDDt 0.3333333333333333
AH6f0.33_a19 huDdUt 0.3333333333333333
AH6f0.33_a20 huDdDt 0.3333333333333333
AH6f0.33_a21 HuuDut 0.3333333333333333
AH6f0.33_a22 hUdddT 0.3333333333333333
AH6f0.33_a23 huUudT 0.3333333333333333
AH6f0.33_a24 hUUdut 0.3333333333333333
AH6f0.33_a25 hUuUdt 0.3333333333333333
